Drug,Pathway (ID/Name),Regulation (corrected),Effect (corrected),"Rationale (correct, baseline-focused)"
Sacituzumab govitecan,REACTOME_GLUCURONIDATION,Up,Resistant,"SN-38 is predominantly inactivated in the liver by UGT1A1 glucuronidation to SN-38G. Increased UGT1A1 activity (e.g., enzyme inducers) accelerates SN-38 clearance and reduces exposure, which is expected to decrease effective systemic anticancer activity of SG; the SG label warns against concomitant strong UGT1A1 inducers for this reason. In contrast, reduced UGT1A1 activity (e.g., UGT1A1*28/*28) increases SN-38 exposure, leading mainly to higher risk of neutropenia and diarrhea. Therefore UGT1A1 is best considered a germline PK/safety factor, not a tumor-cell pathway measurable in the breast tumor transcriptome; its relationship with efficacy for SG in breast cancer remains exploratory."
Selpercatinib,KEGG_MEDICUS_VARIANT_RET_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY,Up,Sensitive,"RET signaling in ER⁺ BC activates MAPK and promotes endocrine resistance; RET fusions/overexpression act as oncogenic drivers, and selpercatinib provides deep and durable responses in RET-altered tumors (including a complete response in RET-fusion BC). A high KRAS/MAPK hallmark score mainly reflects RET pathway hyperactivation rather than intrinsic resistance, so these tumors are expected to be sensitive to selpercatinib."
Selpercatinib,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_RET_TO_PI3K_SIGNALING_PATHWAY,Up,Sensitive,"RET activation can converge on mTOR/p70S6K and PI3K/AKT in ER⁺ BC, contributing to endocrine resistance. In non-breast RET-driven models, AKT–mTOR pathway upregulation is a mechanism of acquired resistance to selpercatinib that can be overcome with mTOR inhibition, suggesting that PI3K/AKT/mTOR hyperactivation not fully dependent on RET limits RET-TKI efficacy. In ER⁺ BC, co-targeting PI3K/AKT/mTOR (e.g. with everolimus or PI3Ki) plus endocrine therapy is already standard in some settings, so PI3K-high/RET-high tumors may need combinatorial approaches rather than selpercatinib alone."
Selpercatinib,HALLMARK_E2F_TARGETS,Up,Sensitive,"In ER⁺ BC models resistant to combined CDK4/6i + endocrine therapy, RET is upregulated; gene-set analysis shows enrichment of E2F targets and other proliferation programs. RET knockdown or pharmacologic inhibition (including selpercatinib in combination with CDK4/6i) reduces cell growth partly by downregulating E2F-controlled cell-cycle genes, making high E2F activity more of a RET-driven vulnerability than a resistance marker."
Selpercatinib,HALLMARK_G2M_CHECKPOINT,Up,Sensitive,"High G2/M pathway activity is associated with aggressive, metastatic-prone breast cancers. In CDK4/6i+ET-resistant ER⁺ models, RET overexpression sustains growth; RET knockdown enriches for downregulation of Hallmark G2M checkpoint and blocks G2–M progression. RET inhibition with selpercatinib plus CDK4/6i/fulvestrant resensitizes these models, indicating that tumors with G2/M-high, RET-driven proliferation can be sensitive to RET targeting."
Selpercatinib,PID_RET_PATHWAY,Up,Sensitive,"RET is overexpressed in a subset of ER⁺ BC and cooperates with ER to drive tumor growth. GDNF–RET signaling induces ER target genes and contributes to endocrine resistance, yet tumors often remain ER-positive/ER-driven. Preclinical work (e.g., RET inhibition with TKIs + aromatase inhibitors) and more recent data with selpercatinib in ER⁺/RET-high, CDK4/6i+ET-resistant models support dual targeting ER and RET, so a high estrogen-response hallmark can define a context where adding selpercatinib to endocrine therapy is rational. Your original “Down” assignment is inconsistent with this."
Talazoparib,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,Down,Sensitive,"gBRCA1/2 or broader HRD ↓ impairs high-fidelity DSB repair. Talazoparib induces PARP trapping and replication-associated damage; HR-deficient breast tumour cells cannot repair this, leading to synthetic lethality and strong clinical benefit (EMBRACA, gBRCA HER2-negative ABC). (PubMed)"
Talazoparib,HALLMARK_APOPTOSIS,Up,Sensitive,"In talazoparib-sensitive tumors, accumulated DNA damage and replication stress trigger mitochondrial apoptosis (caspase activation, pro-apoptotic signalling). However, “high baseline apoptosis” is not a standard predictive biomarker; what matters is an intact apoptotic machinery that can be engaged once damage accumulates. This pathway is best tagged as mechanism-of-action / on-treatment rather than as a baseline Up/Down predictor. (SpringerLink)"
Talazoparib,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,Up,Resistant,"Overexpression of ABC transporters decreases intracellular PARP inhibitor levels. For talazoparib, recent work highlights ABCC1 and ABCG2 as key mediators of efflux and resistance; for the PARPi class as a whole, ABCB1/BCRP (ABCG2) are well-established. Thus, baseline ↑ ABC transporter signalling in breast tumors is expected to reduce talazoparib efficacy. (ScienceDirect)"
Talazoparib,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,Up,Resistant,"Upregulated ATR–CHK1 signalling allows tumour cells to better tolerate replication stress and repair PARPi-induced lesions, contributing to acquired or de novo PARPi resistance. Multiple models show that PARPi-resistant cells exhibit ↑ ATR activity and that ATR inhibition re-sensitizes them to PARP inhibitors (including in breast/ovarian DNA-repair–deficient settings). (Nature)"
Talazoparib,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"In many breast cancers (TNBC, HR+), PI3K/AKT is upregulated, supporting survival and often maintaining HR competency. Preclinical work in TNBC shows that PI3K inhibition downregulates BRCA1/2, induces HR impairment and sensitizes tumours to PARP inhibition; conversely, intact/high PI3K–AKT signalling tends to sustain HR and survival, favouring relative resistance to single-agent PARPi unless the pathway is co-inhibited. So for baseline tumour state: Up → more resistant; pharmacologic Down (with PI3K/AKT inhibitors) → sensitization. (PubMed)"
Tamoxifen,HALLMARK_ESTROGEN_RESPONSE_EARLY,Up,Sensitive,ER+/HER2– tumors that benefit from tamoxifen typically have active ER signaling with high estrogen-response gene expression at baseline; tamoxifen binding to ER then suppresses this program and reduces proliferation.
Tamoxifen,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,Up,Sensitive,Functional ESR1-dependent nuclear transcription is required for tamoxifen to act as a competitive antagonist/partial agonist. ER+ tumors with intact ER/p53 circuitry are more responsive to tam; p53-mutant or ER-downregulated states show reduced benefit. (PubMed)
Tamoxifen,HALLMARK_E2F_TARGETS,Up,Resistant,"High E2F/G2M and proliferation signatures (Ki-67 high, luminal B biology) are associated with higher recurrence despite tamoxifen; persisting high cell-cycle activity after neoadjuvant tam marks poor endocrine response. Thus strong E2F/G2M “Up” at baseline overall aligns with relative tamoxifen resistance. (PLOS)"
Tamoxifen,KEGG_P53_SIGNALING_PATHWAY,Up,Sensitive,Tamoxifen induces growth arrest and apoptosis more effectively in ER+ cells with wild-type p53 and intact apoptotic machinery; p53-mutant cells are more resistant to 4-hydroxy-tamoxifen in vitro and correspond to worse clinical responses. (PubMed)
Tamoxifen,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Resistant,"IFN-stimulated gene (ISG) programs and IFN-γ–like signatures can be upregulated in tamoxifen-resistant tumors and are implicated in treatment-induced cross-resistance to tamoxifen and radiotherapy; immune-“hot” luminal tumors can have complex, context-dependent behavior, but ISG-high states are more consistently linked to resistance than to improved endocrine benefit. (AACR Journals)"
Tamoxifen,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"Hyperactivation of PI3K–AKT–mTOR via PIK3CA mutation, PTEN loss, or RTK signaling drives endocrine resistance by bypassing ER dependence. Clinical and preclinical data show that mTOR or PI3K/AKT inhibition (everolimus, alpelisib, capivasertib) can restore endocrine sensitivity. (PMC)"
Tamoxifen,KEGG_ERBB_SIGNALING_PATHWAY,Up,Resistant,"Upregulated HER2, EGFR, IGF1R or FGFR1 drive MAPK and PI3K/AKT, promoting ligand-independent ER activation and reducing tamoxifen benefit. HER2-positive or growth-factor–addicted tumors frequently require HER2-/RTK-directed therapy in addition to or instead of tamoxifen. (PubMed)"
Tamoxifen,HALLMARK_KRAS_SIGNALING_UP,Up,Resistant,"MAPK/ERK hyperactivation (e.g. via RTKs, SPRED2 loss, GPER signaling) enhances ERα transcriptional activity even in the presence of tamoxifen, sustaining proliferation. ERK inhibition can resensitize resistant models to 4-hydroxy-tamoxifen. (PubMed)"
Tamoxifen,KEGG_HEDGEHOG_SIGNALING_PATHWAY,Up,Resistant,"Noncanonical Hedgehog signaling is activated in tamoxifen-resistant ER+ breast cancers, partly downstream of PI3K/AKT. Pharmacologic Hh/SMO inhibition reduces growth of tamoxifen-resistant models and restores tam sensitivity. (PMC)"
Tamoxifen,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Up,Resistant,"EMT transcription factors (e.g. PRRX1, Snail/Twist), TGF-β signaling and EMT-like gene signatures are enriched in tamoxifen-resistant ER+ cells. EMT induction can reduce ER expression and endocrine dependence; EMT reversal or EGFR/TGF-β pathway inhibition can partially resensitize to tamoxifen. (PubMed)"
Tamoxifen,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Up,Resistant,"NF-κB activation supports survival of “tamoxifen-tolerant” ER+ cells, and NF-κB/RelA signaling is enriched in tumors after neoadjuvant tamoxifen. Pharmacologic or molecular inhibition of NF-κB restores tamoxifen sensitivity in preclinical models. (PubMed)"
Tamoxifen,KEGG_HOMOLOGOUS_RECOMBINATION,Up,Resistant,"In tamoxifen-resistant ER+ cells, PI3K/AKT activation increases BRCA1/BARD1 expression and HR repair capacity, supporting survival under therapy and genotoxic stress; PI3K inhibitors can downregulate BARD1/BRCA1 and resensitize to tamoxifen. Robust HR activity is thus aligned with resistance rather than endocrine vulnerability. (PMC)"
Tamoxifen,KEGG_GAP_JUNCTION,Down,Resistant,"Loss or downregulation of Cx43-mediated gap junctional communication is observed in drug-resistant breast cancer models, including HER2+ and ER+ disease. Cx43 deficiency via c-Src/PI3K/AKT feedback promotes EMT and tamoxifen resistance; restoring Cx43 (e.g. ACT1 peptide, overexpression) improves response to tamoxifen and lapatinib. (PMC)"
Tamoxifen,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Down,Resistant,"Tamoxifen is a prodrug; CYP2D6 converts it to active (Z)-endoxifen. Poor-metabolizer genotypes or strong CYP2D6 inhibitors lower endoxifen concentrations and are associated with reduced tamoxifen benefit in multiple cohorts, leading to genotype- or exposure-guided dosing and guideline recommendations. (PMC)"
Toremifene,HALLMARK_ESTROGEN_RESPONSE_EARLY,Up,Sensitive,"Toremifene is a SERM that competes with estradiol for ER, suppressing ER-regulated early estrogen-response genes. ER+/luminal tumors with high estrogen-response are strongly ER-dependent and regress when this program is shut down; tumors lacking ER signaling are intrinsically endocrine-insensitive."
Toremifene,HALLMARK_ESTROGEN_RESPONSE_LATE,Up,Sensitive,"Late estrogen-response genes mark sustained ER transcriptional output. High scores indicate addiction to ER signaling; toremifene blocks ER and reduces these signatures, leading to tumor control. Low/flat late response suggests ER-independence and weaker benefit."
Toremifene,REACTOME_ESR_MEDIATED_SIGNALING,Up,Sensitive,ESR-mediated signaling (ligand-bound ERα/β → transcriptional programs) is the core drug target. Toremifene requires functional ER to exert antiestrogenic effects; loss of ER or switch to ER-independent pathways reduces sensitivity.
Toremifene,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,PI3K/AKT activation provides ER-independent survival and is a well-described endocrine resistance mechanism. Tumors with modest PI3K signaling remain reliant on ER; those with strong PI3K/AKT activation are less affected by ER blockade.
Toremifene,HALLMARK_G2M_CHECKPOINT,Up,Sensitive,"Toremifene suppresses mitosis and induces growth arrest; sensitive cells show marked reduction in G2/M and cell-cycle gene expression, whereas resistant clones maintain cycling despite ER blockade."
Toremifene,HALLMARK_E2F_TARGETS,Up,Sensitive,"E2F targets (S-phase and DNA replication genes) are key for proliferation. Toremifene, via ER antagonism and induction of growth-inhibitory signals such as TGF-β, can repress E2F; failure to suppress E2F is a hallmark of endocrine resistance."
Toremifene,HALLMARK_APOPTOSIS,Down,Sensitive,Toremifene inhibits proliferation and induces apoptosis in ER-sensitive breast cancer cells; growth inhibition reflects both mitotic block and apoptotic cell death. Lack of apoptotic induction is a common mechanism of endocrine resistance.
Toremifene,HALLMARK_TGF_BETA_SIGNALING,Down,Sensitive,Toremifene (and tamoxifen) induces TGF-β1 and associated growth inhibition in breast cancer models; TGF-β1 acts as a tumor suppressor early but can become pro-metastatic later. Effective endocrine therapy seems to require a TGF-β/Smad context that favors growth arrest rather than EMT/invasion.
Trastuzumab,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,Up,Sensitive,Trastuzumab only works when HER2 is overexpressed and functionally drives growth. High HER2 amplification/overexpression is required for benefit; persistence of HER2 signaling via truncated p95-HER2 or alternative dimer partners can blunt response. (PMC)
Trastuzumab,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"When PI3K/AKT is constitutively activated downstream (PIK3CA mutation, PTEN loss), cells bypass HER2 dependence and show poorer response to trastuzumab; tumors with intact/less-activated PI3K/AKT are more trastuzumab-sensitive. (PMC)"
Trastuzumab,KEGG_MAPK_SIGNALING_PATHWAY,Up,Sensitive,"HER2 overexpression drives MAPK and PI3K pathways. If MAPK activity falls when HER2 is blocked, tumors are HER2-dependent and respond. If MAPK remains high because of RAS/RAF or other lesions, trastuzumab has limited effect. (Wikipedia)"
Trastuzumab,HALLMARK_E2F_TARGETS,Up,Sensitive,Baseline HER2+ tumors show strong proliferation. Trastuzumab’s anti-proliferative effect relies on upregulating p27Kip1 and inducing sustained G1 arrest. Tumors with intact p27 and Rb can arrest and are more sensitive; loss of p27 or hyperactive cyclin E/CDK2 uncouples cell cycle from HER2 and mediates resistance. (PubMed)
Trastuzumab,HALLMARK_APOPTOSIS,Down,Resistant,"HER2+ tumors frequently upregulate survival pathways and anti-apoptotic proteins. Trastuzumab contributes to growth inhibition and apoptosis; if apoptotic pathways (e.g. p53, death receptors, caspases) remain at least partly intact, cells can undergo apoptosis after HER2 blockade. Highly anti-apoptotic phenotypes (e.g. strong STAT3/BCL-2/survivin signaling) favor resistance. (PMC)"
Trastuzumab,GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY,Up,Sensitive,Trastuzumab-coated HER2+ cells are killed via ADCC when Fcγ receptors on NK/effector cells function well. High-affinity FCGR2A/FCGR3A genotypes and strong in-vitro ADCC correlate with better clinical benefit; impaired FcγR signaling or immunosuppressive TME reduces trastuzumab efficacy. (PMC)
Trastuzumab,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,Up,Sensitive,"NK cells are the main effectors of trastuzumab-mediated ADCC. Robust NK activity (perforin/granzyme, cytotoxic gene signatures) supports anti-HER2 antibody efficacy, whereas low NK activity or suppressive TME limits benefit. (ScienceDirect)"
Trastuzumab,HALLMARK_ANGIOGENESIS,Up,Resistant,"HER2 overexpression upregulates VEGF and other angiogenic factors, contributing to aggressive behavior and poor prognosis; trastuzumab can reduce VEGF expression and angiogenesis, but high VEGF/angiogenic signatures often associate with worse outcomes and have motivated dual HER2 + VEGF blockade approaches. (PubMed)"
Trastuzumab,HALLMARK_NOTCH_SIGNALING,Up,Resistant,"Upregulation of Jagged1/Notch1 and STAT3 is a well-characterized mechanism of trastuzumab resistance. Trastuzumab itself can induce Jagged1/Notch/STAT3 activation in some contexts, leading to increased stemness, survival, and angiogenesis; blocking this axis can resensitize tumors. (AACR Journals)"
Trastuzumab,HALLMARK_IL6_JAK_STAT3_SIGNALING,Up,Resistant,"IL-6–JAK–STAT3 loops feed into STAT3 activation, promoting proliferation, survival, and angiogenesis. Elevated IL-6/JAK–STAT3 is frequently reported in HER2+ trastuzumab-resistant models and contributes to maintenance of resistant clones. (Frontiers)"
Trastuzumab,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Up,Resistant,"HER2+ tumors with EMT-like, stem-cell–like features show reduced trastuzumab sensitivity. TGF-β-driven EMT and vasculogenic mimicry have been linked to acquired trastuzumab resistance; epithelial, less-EMT tumors tend to respond better. (jcancer.org)"
Trastuzumab deruxtecan,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,Up,Sensitive,"HER2 overexpression increases the density of target antigen, enhancing ADC binding, internalization, and intra-tumoral payload delivery. Clinical benefit of T-DXd in HER2-positive and HER2-low metastatic breast cancer supports HER2 signaling as a positive predictive biomarker, provided expression is not completely lost."
Trastuzumab deruxtecan,HALLMARK_DNA_REPAIR,Down,Sensitive,"If HR or other DNA-repair arms are impaired, cells are unable to repair DXd-induced DNA damage, leading to replication catastrophe and cell death. Preclinical work shows that pharmacologic inhibition of DDR components (e.g. ATR/CHK1/WEE1) synergizes with T-DXd, mirroring the behavior of other topo-I–based regimens in HR-deficient settings."
Trastuzumab deruxtecan,HALLMARK_G2M_CHECKPOINT,Up,Resistant,"DXd-induced DNA damage activates G2/M checkpoint pathways (ATR–CHK1, WEE1, etc.). Tumors with robust checkpoint signaling can arrest the cell cycle and repair damage instead of undergoing mitotic catastrophe, promoting resistance. Inhibition of checkpoint kinases is a rational strategy to re-sensitize to T-DXd."
Trastuzumab deruxtecan,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Up,Sensitive,"The trastuzumab backbone of T-DXd can still engage Fcγ receptors on immune effector cells. Higher FcγR expression/function favors antibody-dependent cellular cytotoxicity and phagocytosis (ADCC/ADCP) of HER2-opsonized cells, which can add to the direct payload effect. Evidence is strongest for trastuzumab/T-DM1; T-DXd is assumed to behave similarly in this respect."
Trastuzumab deruxtecan,GOBP_REGULATION_OF_PHAGOCYTOSIS,Up,Resistant,"CD47 delivers a “don’t-eat-me” signal via SIRPα on macrophages, suppressing antibody-dependent phagocytosis. For trastuzumab-based ADCs, high CD47 expression can blunt Fc-mediated effector functions (ADCP), contributing to immune escape and functional resistance despite HER2 targeting and payload delivery."
Trastuzumab deruxtecan,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Sensitive,"An IFNγ-high, T-cell-inflamed microenvironment is associated with better responses to multiple antibody-based and ICI therapies. For HER2-positive and HER2-low breast cancer, immune-inflamed tumors show stronger benefit from HER2-targeted approaches and from ADC-ICI combinations (including T-DXd + PD-1/PD-L1 blockade), suggesting that a baseline IFNγ-response signature is a favorable context for T-DXd."
Trastuzumab deruxtecan,GOBP_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,Up,Resistant,Upregulation of anti-apoptotic proteins such as MCL1 can buffer cells against DXd-induced DNA damage and prevent mitochondrial apoptosis. RNA-based profiling of HER2-ADC–resistant models (including T-DXd) has identified MCL1 and related survival pathways as part of resistance signatures; pharmacologic MCL1/BCL2-family inhibition is being explored to restore ADC sensitivity.
Trastuzumab deruxtecan,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"PI3K/AKT hyperactivation promotes cell survival and can attenuate apoptosis in response to HER2-targeted therapies and ADC payload–induced damage. For trastuzumab and T-DM1, PI3K/AKT activation is a well-known resistance mechanism; similar principles likely apply to T-DXd, although the potent topo-I payload may partially overcome it. Thus baseline high PI3K/AKT activity is best regarded as a resistance-associated state."
Trastuzumab emtansine,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,Up,Sensitive,"High HER2/ERBB2 expression (IHC 3+, ERBB2-high mRNA) is required for T-DM1 binding and internalization; ERBB2-high tumors have markedly higher response and PFS with T-DM1."
Trastuzumab emtansine,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,Up,Sensitive,"Global ErbB/HER2 pathway activation (amplification, phosphorylation) defines “HER2-addicted” tumors where HER2-ADC targeting is effective. Loss of HER2 signaling (HER2-low) is associated with poorer T-DM1 benefit."
Trastuzumab emtansine,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Down,Sensitive,Tumors without strong PI3K/AKT hyperactivation rely more on HER2 signaling; intact feedback allows HER2 blockade + DM1 payload to be effective.
Trastuzumab emtansine,HALLMARK_KRAS_SIGNALING_UP,Up,Resistant,"RAS/MAPK hyperactivation (e.g. KRAS/NRAS alterations or RTK bypass) maintains proliferation even when HER2 is blocked, contributing to HER2-therapy resistance and likely blunting T-DM1."
Trastuzumab emtansine,HALLMARK_G2M_CHECKPOINT,Up,Resistant,"Contrary to the “more mitosis = more sensitive” intuition, single-cell profiling from NJMU-BC02 showed that CDK1+/high-cell-cycle cancer cells were enriched in T-DM1-resistant cases, whereas low cell-cycle activity associated with better response."
Trastuzumab emtansine,HALLMARK_E2F_TARGETS,Up,Resistant,"E2F Target gene signatures are part of the high-cell-cycle program; in NJMU-BC02, aggressive proliferative states correlated with resistance rather than sensitivity to T-DM1."
Trastuzumab emtansine,HALLMARK_APOPTOSIS,Up,Sensitive,T-DM1 ultimately relies on DM1-induced mitotic catastrophe and apoptosis; tumors with intact apoptotic machinery (e.g. not strongly BCL2/BCL-XL dominated) are more likely to undergo cell death once mitotic block occurs.
Trastuzumab emtansine,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Sensitive,Strong IFNγ/immune signatures and high TILs are repeatedly associated with better outcomes and response to HER2-targeted therapies (trastuzumab ± chemo). ADCC and immune priming are also relevant for T-DM1.
Trastuzumab emtansine,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Up,Sensitive,Efficient internalization of HER2–T-DM1 complexes is required for lysosomal trafficking and DM1 release. Reduced endocytosis or mis-trafficking is a central resistance mechanism.
Trastuzumab emtansine,GOBP_LYSOSOMAL_TRANSPORT,Up,Sensitive,Proper lysosomal degradation of T-DM1 and export of DM1 catabolites depends on lysosomal integrity and SLC46A3; loss of SLC46A3 causes innate/acquired resistance to DM1-ADCs.
Trastuzumab emtansine,KEGG_ABC_TRANSPORTERS,Up,Resistant,DM1 is a substrate of ABCB1; overexpression of ABCB1/P-gp reduces intracellular DM1 concentration and is a well-validated mechanism of T-DM1 resistance.
Trastuzumab emtansine,GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS,Up,Resistant,"CAV1 can promote T-DM1 internalization, but caveolae-mediated endocytosis has been described as a novel resistance mechanism: hypoxia-induced CAV1 phosphorylation redistributes HER2/T-DM1, reducing lysosomal delivery and cytotoxicity."
Tucatinib,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,Up,Sensitive,"Tucatinib is a highly HER2-selective TKI that inhibits the HER2 kinase domain with minimal EGFR inhibition, suppressing HER2-driven signaling and proliferation. Tumors “addicted” to HER2 (amplified/overexpressed) derive the greatest benefit from HER2-directed regimens (e.g., tucatinib + trastuzumab + capecitabine in HER2CLIMB)."
Tucatinib,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,Up,Sensitive,"In HER2-amplified tumors, PI3K–AKT is typically upregulated downstream of HER2/HER3, contributing to oncogenic survival. Tucatinib reduces PI3K–AKT signaling by blocking HER2. However, constitutive activation of PI3K–AKT via PIK3CA mutation, PTEN loss, or other lesions is a well-defined mechanism of resistance to anti-HER2 therapies; such tumors may require combined HER2 + PI3K/mTOR targeting."
Tucatinib,KEGG_MAPK_SIGNALING_PATHWAY,Up,Sensitive,"HER2 overexpression stimulates RAS–RAF–MEK–ERK, contributing to proliferation. Tucatinib partially suppresses this cascade by inhibiting HER2. However, reactivation of MAPK via other RTKs or RAS/RAF lesions can bypass HER2 block and is a recognized resistance mechanism to HER2-targeted agents, so the net effect of “Up” is context-dependent."
Tucatinib,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,Up,Resistant,"Tucatinib is HER2-selective with minimal EGFR inhibition; strong EGFR signaling (via EGFR overexpression or EGFR-driven subclones) can maintain RAS/PI3K/MAPK output despite HER2 blockade, acting as a bypass route and contributing to resistance or incomplete responses to tucatinib-based regimens."
Tucatinib,HALLMARK_NOTCH_SIGNALING,Up,Resistant,"Notch activation promotes cancer stemness, recurrence, EMT, and resistance to multiple therapies. In HER2/neu models, Notch signaling increases after HER2 down-regulation and supports recurrence and escape from HER2-targeted therapy. Up-Notch therefore marks a biology that can undermine durable tucatinib benefit, especially when tumors switch away from HER2 dependence."
Tucatinib,HALLMARK_WNT_BETA_CATENIN_SIGNALING,Up,Resistant,"Aberrant Wnt/β-catenin is frequent in TNBC and associated with stemness, EMT, and resistance to chemotherapy and targeted therapies. In breast cancer (including HER2+ contexts), Wnt activation contributes to invasive behavior, immune exclusion, and therapy resistance. Up-regulated Wnt/β-catenin thus indicates a HER2-independent, resistant phenotype, not reversed by tucatinib."
Tucatinib,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Up,Resistant,"HER2+ breast-cancer cells can activate NF-κB; constitutive NF-κB activity increases invasion and anti-apoptosis. Experimental data show that constitutively active NF-κB renders HER2+ cells resistant to anti-HER2 drugs, and NF-κB upregulation is observed in lapatinib-resistant cells, with combination HER2 + NF-κB inhibition needed to resensitize them. Tucatinib alone will not correct NF-κB-driven survival."
Tucatinib,HALLMARK_MTORC1_SIGNALING,Up,Resistant,"Hyperactivation of the PI3K/AKT/mTOR axis is a recurring theme in resistance to anti-HER2 therapies. mTORC1 upregulation sustains protein synthesis and growth even when HER2 is blocked. Clinical and preclinical data support combining HER2-targeted agents with mTOR inhibitors (everolimus, temsirolimus) to overcome resistance—implying that strong mTORC1 activation blunts tucatinib efficacy if untreated."
Tucatinib,HALLMARK_ESTROGEN_RESPONSE_EARLY,Up,Resistant,"In HR+/HER2+ disease, ER and HER2 form a bidirectional crosstalk network. Strong ER signaling can maintain proliferation even when HER2 is blocked, explaining why adding endocrine therapy (e.g., fulvestrant) improves outcomes in HR+ HER2-mutant settings treated with tucatinib + trastuzumab. In pure HR+/HER2– tumors, tucatinib has no direct target regardless of ER status."
Tucatinib,REACTOME_TCR_SIGNALING,Up,Sensitive,"Multiple datasets in early HER2+ breast cancer show that high TILs and immune-related gene signatures correlate with higher pCR rates and better event-free survival on trastuzumab-containing regimens. Tucatinib itself is not an immunotherapy, but in common combinations with trastuzumab and/or ADCs, an immune-hot environment (TCR pathway up) is a favorable prognostic context, not a validated tucatinib-specific predictive biomarker."
